"Key","LastModified","ETag","Size","StorageClass","Bucket","URL"
"public/efile_v2_0/F9-P00-T00-HEADER-2016.CSV","2025-03-28T05:02:04.000Z","""d9fe3ee0d1ff363bf7871df148c960dd-30""",243346210,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P00-T00-HEADER-2016.CSV"
"public/efile_v2_0/F9-P00-T00-HEADER-2017.CSV","2025-03-28T05:02:46.000Z","""01d778db17b27525aaf7531676c16892-32""",262863322,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P00-T00-HEADER-2017.CSV"
"public/efile_v2_0/F9-P00-T00-HEADER-2018.CSV","2025-03-28T05:03:38.000Z","""4858912465d7bc42f30c820238f8b1ae-33""",276090248,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P00-T00-HEADER-2018.CSV"
"public/efile_v2_0/F9-P00-T00-HEADER-2019.CSV","2025-03-28T05:04:31.000Z","""a147457e06f7ea56fd5cd6f0d7e5e3ff-34""",280623224,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P00-T00-HEADER-2019.CSV"
"public/efile_v2_0/F9-P00-T00-HEADER-2020.CSV","2025-03-28T05:05:28.000Z","""09f0027fd57f12ff251a2467148b2f92-38""",312559008,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P00-T00-HEADER-2020.CSV"
"public/efile_v2_0/F9-P00-T00-HEADER-2021.CSV","2025-03-28T05:06:23.000Z","""1487807a99bc2e68dc949f971280b84f-39""",322352719,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P00-T00-HEADER-2021.CSV"
"public/efile_v2_0/F9-P00-T00-HEADER-2022.CSV","2025-03-28T05:07:26.000Z","""ae0f3bced136267693f96eda6420fb0c-27""",222718389,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P00-T00-HEADER-2022.CSV"
"public/efile_v2_0/F9-P00-T00-HEADER-2023.CSV","2025-03-28T05:08:09.000Z","""a7e563994d5af64b0c5287672caeadab-31""",254631817,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P00-T00-HEADER-2023.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-2009.CSV","2025-03-28T05:08:59.000Z","""28ca6220c2a2668c83fd3750646fcdf8-4""",26337431,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-2009.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-2010.CSV","2025-03-28T05:09:02.000Z","""612d5e70641bd8182916c75c86649f9b-12""",97006649,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-2010.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-2011.CSV","2025-03-28T05:09:22.000Z","""d83f7764e8b0d27d1739df4acd9c232d-15""",125091586,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-2011.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-2012.CSV","2025-03-28T05:09:46.000Z","""829223d78228a177fccffebf174e2743-17""",141577305,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-2012.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-2013.CSV","2025-03-28T05:10:14.000Z","""e1a14898ea762df254d41147385e3ea0-19""",156853789,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-2013.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-2014.CSV","2025-03-28T05:10:44.000Z","""70543a827c3b93640b9db159fcb4a14c-21""",173101692,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-2014.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-2015.CSV","2025-03-28T05:11:18.000Z","""7045a823998e8503e0bcca387d33222f-23""",184856712,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-2015.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-2016.CSV","2025-03-28T05:11:50.000Z","""98f5d2026162160f49f3ac6a7b088975-24""",193189984,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-2016.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-2017.CSV","2025-03-28T05:12:28.000Z","""8a04a07298366a9f51ebc53d287f6513-25""",207008242,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-2017.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-2018.CSV","2025-03-28T05:13:08.000Z","""d13e94ffffe4a0f941dbddc468caef5f-26""",216255258,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-2018.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-2019.CSV","2025-03-28T05:13:52.000Z","""c87c0c3bb3e0f7200780ab259f9951c9-27""",225120979,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-2019.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-2020.CSV","2025-03-28T05:14:32.000Z","""a18b6c45a231d486c3f7a2081aee3497-31""",251666520,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-2020.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-2021.CSV","2025-03-28T05:15:22.000Z","""cd7988a606efaa08c9c25245433603f6-32""",263951538,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-2021.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-2022.CSV","2025-03-28T05:16:13.000Z","""a6b73ad4ef5984142ee5d76c8a62f11d-22""",180102125,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-2022.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-2023.CSV","2025-03-28T05:16:46.000Z","""1f19c6d9fde2a7a1238f8630eeba694b-25""",204837404,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-2023.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2009.CSV","2025-03-28T05:17:32.000Z","""569c18bd9b37b576c3f0c2a731457889""",3048700,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2009.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2010.CSV","2025-03-28T05:17:29.000Z","""d06025d2881f4f9bbbc4525b68c0c8d4-3""",16826882,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2010.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2011.CSV","2025-03-28T05:17:31.000Z","""5e4245d866c96857b5b9eb16783cbfea-3""",21820801,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2011.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2012.CSV","2025-03-28T05:17:33.000Z","""8e2b3ae8f497e4062ae09a8dab09d6fb-3""",24962094,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2012.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2013.CSV","2025-03-28T05:17:39.000Z","""a3b4dd73c0e99665c13f450de0a00d13-4""",27747001,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2013.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2014.CSV","2025-03-28T05:17:44.000Z","""b79ef79d60a17b635700d56369386a24-4""",30859046,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2014.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2015.CSV","2025-03-28T05:17:49.000Z","""06c28e7b65ed71ef88820c8fedc2dc06-4""",32987177,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2015.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2016.CSV","2025-03-28T05:17:56.000Z","""b79d6a5610949279e9af24f45166f4eb-5""",34344406,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2016.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2017.CSV","2025-03-28T05:18:03.000Z","""93ecdf76c6966c1a2f8e75a880a1981c-5""",36474739,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2017.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2018.CSV","2025-03-28T05:18:10.000Z","""41187edc4a499042c5a9c4f609164fe1-5""",38965939,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2018.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2019.CSV","2025-03-28T05:18:17.000Z","""f98c37983bbb52d4fd3bcb2a333b22f6-5""",39726461,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2019.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2020.CSV","2025-03-28T05:18:24.000Z","""246736a76489d0f6ac862cb64cc4131d-6""",43703010,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2020.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2021.CSV","2025-03-28T05:18:33.000Z","""1e2cd5f9dedf4e7c49a237db7bb922a7-7""",50797829,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2021.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2022.CSV","2025-03-28T05:18:42.000Z","""facc17c45a1a0c5aa8bf08e200950de8-5""",35661290,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2022.CSV"
"public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2023.CSV","2025-03-28T05:18:51.000Z","""3c8d2fd831a213bd4966b36e404c361a-6""",43876380,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P01-T00-SUMMARY-EZ-2023.CSV"
"public/efile_v2_0/F9-P02-T00-SIGNATURE-2009.CSV","2025-03-28T05:18:59.000Z","""4624f1ba899f809ca64f725eba08dc50-3""",20369692,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P02-T00-SIGNATURE-2009.CSV"
"public/efile_v2_0/F9-P02-T00-SIGNATURE-2010.CSV","2025-03-28T05:19:03.000Z","""c6f3d135fde580bc68c91961ea3b1e71-10""",79307182,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P02-T00-SIGNATURE-2010.CSV"
"public/efile_v2_0/F9-P02-T00-SIGNATURE-2011.CSV","2025-03-28T05:19:17.000Z","""c11de842052d84c980122b2966734a53-13""",104523145,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P02-T00-SIGNATURE-2011.CSV"
"public/efile_v2_0/F9-P02-T00-SIGNATURE-2012.CSV","2025-03-22T02:07:27.000Z","""7d5f71c5460899d659e2045b2378dc88-15""",119147169,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P02-T00-SIGNATURE-2012.CSV"
"public/efile_v2_0/F9-P02-T00-SIGNATURE-2013.CSV","2025-03-22T02:07:53.000Z","""3c0495a52e5140b862e5431fefae5420-16""",133955299,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P02-T00-SIGNATURE-2013.CSV"
"public/efile_v2_0/F9-P02-T00-SIGNATURE-2014.CSV","2025-03-22T02:08:19.000Z","""04cb532a79f18ff0d969ef9f07f3f659-18""",148288035,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P02-T00-SIGNATURE-2014.CSV"
"public/efile_v2_0/F9-P02-T00-SIGNATURE-2015.CSV","2025-03-22T02:08:49.000Z","""c72a1ac65534d1b78282605368391870-19""",158658525,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P02-T00-SIGNATURE-2015.CSV"
"public/efile_v2_0/F9-P02-T00-SIGNATURE-2016.CSV","2025-03-22T02:09:19.000Z","""63edd41a6d001142684a37686a58ea54-20""",165830105,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P02-T00-SIGNATURE-2016.CSV"
"public/efile_v2_0/F9-P02-T00-SIGNATURE-2017.CSV","2025-03-22T02:09:52.000Z","""1de6bf16b328ee0a619c2ea429cd6430-22""",178379709,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P02-T00-SIGNATURE-2017.CSV"
"public/efile_v2_0/F9-P02-T00-SIGNATURE-2018.CSV","2025-03-22T02:10:26.000Z","""f372ea6d3ed66996579fdabe053ee160-23""",187204805,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P02-T00-SIGNATURE-2018.CSV"
"public/efile_v2_0/F9-P02-T00-SIGNATURE-2019.CSV","2025-03-22T02:11:04.000Z","""1ca99bad85584487dc762eba9093b861-24""",193760622,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P02-T00-SIGNATURE-2019.CSV"
"public/efile_v2_0/F9-P02-T00-SIGNATURE-2020.CSV","2025-03-22T02:11:39.000Z","""bd20edb18bcf7ace225a1004cd644ef2-28""",226736666,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P02-T00-SIGNATURE-2020.CSV"
"public/efile_v2_0/F9-P02-T00-SIGNATURE-2021.CSV","2025-03-22T02:12:25.000Z","""8cb879ab3ae401b6ad96c8a42cbd4d79-29""",240383411,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P02-T00-SIGNATURE-2021.CSV"
"public/efile_v2_0/F9-P02-T00-SIGNATURE-2022.CSV","2025-03-22T02:13:09.000Z","""c810b6f97b6983f150f484c69a2a13c0-20""",163714996,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P02-T00-SIGNATURE-2022.CSV"
"public/efile_v2_0/F9-P02-T00-SIGNATURE-2023.CSV","2025-03-22T02:13:42.000Z","""ef470a04ba065d05d151e4ff81d61f25-23""",186280737,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P02-T00-SIGNATURE-2023.CSV"
"public/efile_v2_0/F9-P03-T00-MISSION-2009.CSV","2025-03-22T02:14:17.000Z","""212d86d326560eb3de66ed53f6550168-3""",22295583,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-MISSION-2009.CSV"
"public/efile_v2_0/F9-P03-T00-MISSION-2010.CSV","2025-03-22T02:14:22.000Z","""040edcda32b5758fa527b48db9735ffa-10""",80999361,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-MISSION-2010.CSV"
"public/efile_v2_0/F9-P03-T00-MISSION-2011.CSV","2025-03-22T02:14:35.000Z","""63bf263fb5f50b23dd0cd86bd0054836-13""",105090908,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-MISSION-2011.CSV"
"public/efile_v2_0/F9-P03-T00-MISSION-2012.CSV","2025-03-22T02:14:56.000Z","""9d72f3f0eb548d1df83951692671f2a1-15""",119217815,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-MISSION-2012.CSV"
"public/efile_v2_0/F9-P03-T00-MISSION-2013.CSV","2025-03-22T02:15:20.000Z","""b08412c44e4c677b2b2af1fc82b08a8d-16""",132749477,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-MISSION-2013.CSV"
"public/efile_v2_0/F9-P03-T00-MISSION-2014.CSV","2025-03-22T02:15:46.000Z","""7357ed2f2a6dff4cd2dd83962dcee549-18""",147151227,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-MISSION-2014.CSV"
"public/efile_v2_0/F9-P03-T00-MISSION-2015.CSV","2025-03-22T02:16:13.000Z","""b0268faa75cf461a49e25c379aaa0611-19""",157716104,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-MISSION-2015.CSV"
"public/efile_v2_0/F9-P03-T00-MISSION-2016.CSV","2025-03-22T02:16:43.000Z","""337c3db8d2cd829e6bccc147dec8f9dc-20""",165011890,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-MISSION-2016.CSV"
"public/efile_v2_0/F9-P03-T00-MISSION-2017.CSV","2025-03-22T02:17:16.000Z","""83be66f3c5a5977c3c288bb3936e94a5-22""",177116166,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-MISSION-2017.CSV"
"public/efile_v2_0/F9-P03-T00-MISSION-2018.CSV","2025-03-22T02:17:48.000Z","""fed2ada47c025152c8e78558205d9385-23""",187303341,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-MISSION-2018.CSV"
"public/efile_v2_0/F9-P03-T00-MISSION-2019.CSV","2025-03-22T02:18:25.000Z","""79844044f2bc25c09978ec20de93dda1-24""",194829654,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-MISSION-2019.CSV"
"public/efile_v2_0/F9-P03-T00-MISSION-2020.CSV","2025-03-22T02:19:04.000Z","""a8bdfb115e5d60c8a422154a554d2782-26""",217570860,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-MISSION-2020.CSV"
"public/efile_v2_0/F9-P03-T00-MISSION-2021.CSV","2025-03-22T02:19:43.000Z","""8200d6fa51a3e9c6cc712d580e51fe44-28""",230640184,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-MISSION-2021.CSV"
"public/efile_v2_0/F9-P03-T00-MISSION-2022.CSV","2025-03-22T02:20:26.000Z","""a44e8c354fd83a64eb702bd68b95cf9c-19""",157838272,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-MISSION-2022.CSV"
"public/efile_v2_0/F9-P03-T00-MISSION-2023.CSV","2025-03-22T02:20:58.000Z","""14e512a67fe0b772c0097beb990f78ce-22""",181952196,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-MISSION-2023.CSV"
"public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2009.CSV","2025-03-22T02:21:33.000Z","""2583d5afa9a2a5c8348fdf061c5a96de-3""",23126176,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2009.CSV"
"public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2010.CSV","2025-03-22T02:21:36.000Z","""49376237230c89a73434bf838eb8a02f-9""",73900183,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2010.CSV"
"public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2011.CSV","2025-03-22T02:21:51.000Z","""c8599aca1305db344f42676340759936-12""",95202239,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2011.CSV"
"public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2012.CSV","2025-03-22T02:22:09.000Z","""a29e2b1a0b235fd90c1f56a201ac2ad1-13""",108219431,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2012.CSV"
"public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2013.CSV","2025-03-22T02:22:29.000Z","""60fb0aa3379be06e7dcaf7fd26bdff20-15""",120391010,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2013.CSV"
"public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2014.CSV","2025-03-22T02:22:53.000Z","""2e19be1dce20ae0572c6f2dcba9b728c-16""",133215753,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2014.CSV"
"public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2015.CSV","2025-03-22T02:23:18.000Z","""d9d829ca6849017090b3d460bec64818-18""",143343319,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2015.CSV"
"public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2016.CSV","2025-03-22T02:23:46.000Z","""bc574553f78ff65057e1bbf87d895bcf-18""",150638552,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2016.CSV"
"public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2017.CSV","2025-03-22T02:24:13.000Z","""fc1abc2007352c9abd41fc5ca9008274-20""",162249864,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2017.CSV"
"public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2018.CSV","2025-03-22T02:24:46.000Z","""a330c6263f4acc2ccf31a77c4aa92705-21""",168186880,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2018.CSV"
"public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2019.CSV","2025-03-22T02:25:17.000Z","""c1a7a7bab78848fcf7f1096195c28b62-22""",177232434,"STANDARD","nccs-efile","https://nccs-efile.s3.us-east-1.amazonaws.com/public/efile_v2_0/F9-P03-T00-PROGRAM-ONE-2019.CSV"
